Date	ZoneLoadforContainerFPVAV14	ZoneLoadResidualforContainerFPVAV14	
42430.7291666667	nan	nan	
42430.7395833333	nan	nan	
42430.75	nan	nan	
42430.7604166667	nan	nan	
42430.7708333333	nan	nan	
42430.78125	nan	nan	
42430.7916666667	nan	nan	
42430.8020833333	nan	nan	
42430.8125	nan	nan	
42430.8229166667	nan	nan	
42430.8333333333	nan	nan	
42430.84375	nan	nan	
42430.8541666667	nan	nan	
42430.8645833333	nan	nan	
42430.875	nan	nan	
42430.8854166667	nan	nan	
42430.8958333333	nan	nan	
42430.90625	nan	nan	
42430.9166666667	nan	nan	
42430.9270833333	nan	nan	
42430.9375	nan	nan	
42430.9479166667	nan	nan	
42430.9583333333	nan	nan	
42430.96875	nan	nan	
42430.9791666667	nan	nan	
42430.9895833333	nan	nan	
42431	nan	nan	
42431.0104166667	nan	nan	
42431.0208333333	nan	nan	
42431.03125	nan	nan	
42431.0416666667	nan	nan	
42431.0520833333	nan	nan	
42431.0625	nan	nan	
42431.0729166667	nan	nan	
42431.0833333333	nan	nan	
42431.09375	nan	nan	
42431.1041666667	nan	nan	
42431.1145833333	nan	nan	
42431.125	nan	nan	
42431.1354166667	nan	nan	
42431.1458333333	nan	nan	
42431.15625	nan	nan	
42431.1666666667	nan	nan	
42431.1770833333	nan	nan	
42431.1875	nan	nan	
42431.1979166667	nan	nan	
42431.2083333333	nan	nan	
42431.21875	nan	nan	
42431.2291666667	nan	nan	
42431.2395833333	nan	nan	
42431.25	nan	nan	
42431.2604166667	nan	nan	
42431.2708333333	nan	nan	
42431.28125	nan	nan	
42431.2916666667	nan	nan	
42431.3020833333	nan	nan	
42431.3125	nan	nan	
42431.3229166667	nan	nan	
42431.3333333333	nan	nan	
42431.34375	nan	nan	
42431.3541666667	nan	nan	
42431.3645833333	nan	nan	
42431.375	756	1134	
42431.3854166667	1134	378	
42431.3958333333	1512	0	
42431.40625	1134	567	
42431.4166666667	3402	-1323	
42431.4270833333	4536	-1701	
