Date	OADryBulbTemperature(NOAA)	AHU13MixedAirTemp	
42501.75	84.815	66.14	
42485.6041666667	84.827	70.46	
42485.7604166667	84.878	65.33	
42502.7604166667	84.878	66.36	
42486.625	84.92	65.56	
42486.6354166667	84.92	67.27	
42486.6458333333	84.92	66.34	
42486.65625	84.92	66.32	
42486.6666666667	84.92	65.6	
42486.6770833333	84.92	65.66	
42486.6875	84.92	66.42	
42486.6979166667	84.92	67.47	
42486.7083333333	84.92	70.23	
42486.71875	84.92	68.56	
42486.7291666667	84.92	67.24	
42486.7395833333	84.92	62.52	
42499.625	84.92	67.31	
42499.6354166667	84.92	65.77	
42499.6458333333	84.92	65	
42499.65625	84.92	68.51	
42499.6666666667	84.92	70.86	
42499.6770833333	84.92	67.62	
42499.6875	84.92	66.24	
42499.6979166667	84.92	66.19	
42503.5416666667	84.92	69.51	
42503.5520833333	84.92	67.34	
42503.5625	84.92	65.49	
42503.5729166667	84.92	64.71	
42503.5833333333	84.92	69.49	
42503.59375	84.92	69.59	
42503.6041666667	84.92	67.37	
42503.6145833333	84.92	65.17	
42502.7083333333	85.046	65.67	
42503.625	85.046	65.99	
42490.7395833333	85.064	75.89	
42500.78125	85.064	68.92	
42501.7395833333	85.064	66.32	
42500.5104166667	85.142	66.12	
42501.5833333333	85.172	66.31	
42488.5625	85.241	67.83	
42489.6041666667	85.241	69.52	
42490.6875	85.241	70.59	
42488.7604166667	85.274	65.11	
42489.6354166667	85.274	66.42	
42502.71875	85.316	66.46	
42503.6354166667	85.316	65.73	
42503.78125	85.328	68.11	
42490.7291666667	85.334	75.74	
42500.7708333333	85.334	68.63	
42501.7291666667	85.334	67.21	
42502.7291666667	85.586	68.21	
42503.6458333333	85.586	65.47	
42485.6145833333	85.592	68.59	
42490.71875	85.604	75.35	
42500.7604166667	85.604	68.13	
42501.71875	85.604	65.88	
42485.75	85.643	65.78	
42502.75	85.643	66.57	
42501.59375	85.712	65.66	
42488.5729166667	85.736	65.68	
42489.6145833333	85.736	66.81	
42490.6979166667	85.736	70.61	
42488.75	85.769	65.39	
42489.625	85.769	66.79	
42502.7395833333	85.856	65.51	
42503.65625	85.856	65.03	
42490.7083333333	85.874	70.64	
42500.75	85.874	66.99	
42501.7083333333	85.874	67.37	
42500.5208333333	85.907	65.44	
42503.6666666667	86	65.54	
42503.6770833333	86	65.83	
42503.6875	86	65.99	
42503.6979166667	86	65.51	
42503.7708333333	86.093	67.73	
42485.625	86.126	67.46	
42488.5833333333	86.126	63.47	
42485.7395833333	86.144	62.67	
42488.7395833333	86.144	63.75	
42501.6979166667	86.144	70.24	
42503.7083333333	86.231	65.67	
42501.6041666667	86.252	66.84	
42500.7395833333	86.264	66.79	
42485.6354166667	86.396	67.07	
42488.59375	86.396	62.39	
42485.7291666667	86.414	67.76	
42488.7291666667	86.414	65.8	
42501.6875	86.414	69.33	
42485.6458333333	86.666	67.08	
42488.6041666667	86.666	60.95	
42500.53125	86.672	69.06	
42485.71875	86.684	68.04	
42488.71875	86.684	66.32	
42501.6770833333	86.684	66.31	
42503.71875	86.726	65.54	
42500.7291666667	86.759	70.03	
42501.6145833333	86.792	69.27	
42503.7604166667	86.858	67.15	
42485.65625	86.936	66.93	
42488.6145833333	86.936	63.52	
42485.7083333333	86.954	69.01	
42488.7083333333	86.954	67.54	
42501.6666666667	86.954	66.81	
42485.6666666667	87.08	66.56	
42485.6770833333	87.08	66.49	
42485.6875	87.08	66.44	
42485.6979166667	87.08	69.69	
42488.625	87.08	69.32	
42488.6354166667	87.08	67.89	
42488.6458333333	87.08	65.14	
42488.65625	87.08	63.99	
42488.6666666667	87.08	63.55	
42488.6770833333	87.08	65.34	
42488.6875	87.08	70.17	
42488.6979166667	87.08	70.03	
42501.625	87.08	70.07	
42501.6354166667	87.08	69.81	
42501.6458333333	87.08	69.92	
42501.65625	87.08	68.47	
42500.5416666667	87.185	70.58	
42503.7291666667	87.221	65.56	
42500.71875	87.254	66.28	
42500.5520833333	87.41	69.31	
42503.75	87.623	66.04	
42500.5625	87.635	67.51	
42503.7395833333	87.716	65.91	
42500.7083333333	87.749	67.28	
42500.5729166667	87.86	66.56	
42500.5833333333	87.98	67.02	
42500.59375	87.98	70.03	
42500.6041666667	87.98	70.13	
42500.6145833333	87.98	67.79	
42500.625	87.98	66.39	
42500.6354166667	87.98	66.33	
42500.6458333333	87.98	69.76	
42500.65625	87.98	69.65	
42500.6666666667	87.98	67.32	
42500.6770833333	87.98	66.23	
42500.6875	87.98	69.34	
42500.6979166667	87.98	69.62	
