Date	ZoneLoadforFPB02	
42657.7673611111	3627.260028
42657.7708333333	3627.260028
42657.7743055556	3002.076
42657.78125	3002.076
42657.7881944444	2281.966344
42657.7916666667	2281.966344
42657.7951388889	2978.73612
42657.7986111111	2978.73612
42657.8020833333	2978.73612
42657.8090277778	3072.053088
42657.8125	3072.053088
42657.8159722222	2412.601524
42657.8229166667	2412.601524
42657.8263888889	2315.4714
42657.8298611111	2315.4714
42657.8333333333	2315.4714
42657.8402777778	3012.121728
42657.84375	3012.121728
42657.8472222222	2651.718168
42657.8541666667	2651.718168
42657.8611111111	2073.021336
42657.8645833333	2073.021336
42657.8680555556	2418.54444
42657.875	2418.54444
42657.8819444444	2853.2007
42657.8854166667	2853.2007
42657.8888888889	2413.13148
42657.8958333333	2413.13148
42657.9027777778	1927.98143999999
42657.90625	1927.98143999999
42657.9097222222	2502.98294399999
42657.9166666667	2502.98294399999
42657.9201388889	2737.097244
42657.9236111111	2737.097244
42657.9270833333	2737.097244
42657.9305555556	2083.239
42657.9340277778	2083.239
42657.9375	2083.239
42657.9409722222	1975.304448
42657.9444444444	1975.304448
42657.9479166667	1975.304448
42657.9513888889	2991.15936
42657.9548611111	2991.15936
42657.9583333333	2991.15936
42657.9618055556	2130.396552
42657.9652777778	2130.396552
42657.96875	2130.396552
42657.9722222222	2133.747468
42657.9756944444	2133.747468
42657.9791666667	2133.747468
42657.9826388889	2700.37152
42657.9861111111	2700.37152
42657.9895833333	2700.37152
42657.9930555556	2700.37152
42657.9965277778	2700.37152
